"","Authors","stats","metric","ES","Variance","pval"
"1","Combined","lnCVR","Richness",0.149527840862989,0.00473480725705252,0.0297761059004775
"2","Combined","lnVR","Richness",0.132207605492417,0.00346172230474353,0.0246376286284272
